1,0.000520,0
2,0.000219,0
3,0.000117,1
4,0.000037,0
5,0.000038,0
6,0.000111,1
7,0.000038,0
8,0.000116,1
9,0.000036,0
10,0.000107,1
11,0.000036,0
12,0.000035,0
13,0.000034,0
14,0.000035,0
15,0.000110,2
16,0.000109,1
17,0.000036,0
18,0.000034,0
19,0.000035,0
20,0.000106,1
21,0.000035,0
22,0.000035,0
23,0.000105,1
24,0.000035,0
25,0.000035,0
26,0.000035,0
27,0.000062,0
28,0.000035,0
29,0.000035,0
30,0.000035,0
31,0.000034,0
32,0.000035,0
33,0.000373,603
34,0.000039,0
35,0.000032,0
36,0.000033,0
37,0.000031,0
38,0.000405,965
39,0.000034,0
40,0.000032,0
41,0.000030,0
42,0.000030,0
43,0.000030,0
44,0.000031,0
45,0.000031,0
46,0.000056,0
47,0.000031,0
48,0.000030,0
49,0.000031,0
50,0.000055,0
51,0.000030,0
52,0.000099,2
53,0.000034,0
54,0.000031,0
55,0.000031,0
56,0.000031,0
57,0.000030,0
58,0.000030,0
59,0.000622,1827
60,0.000033,0
61,0.000031,0
62,0.000031,0
63,0.000030,0
64,0.000094,1
65,0.000031,0
66,0.000032,0
67,0.000032,0
68,0.000057,0
69,0.000093,1
70,0.000031,0
71,0.000032,0
72,0.000030,0
73,0.000030,0
74,0.000030,0
75,0.000030,0
76,0.000092,1
77,0.000094,2
78,0.000031,0
79,0.000031,0
80,0.000093,1
81,0.000030,0
82,0.000091,1
83,0.000098,1
84,0.000056,0
85,0.000035,0
86,0.000240,507
87,0.000031,0
88,0.000030,0
89,0.000092,1
90,0.000370,962
91,0.000032,0
92,0.000030,0
93,0.000092,1
94,0.000031,0
95,0.000030,0
96,0.000598,1886
97,0.000034,0
98,0.000033,0
99,0.000056,0
100,0.000031,0
101,0.000032,0
102,0.000316,1800
103,0.000035,0
104,0.000033,0
105,0.000031,0
106,0.000031,0
107,0.000081,0
108,0.000083,0
109,0.000079,0
110,0.001521,10198
111,0.000037,0
112,0.001183,8593
113,0.000037,0
114,0.000814,5251
115,0.000034,0
116,0.000031,0
117,0.000031,0
118,0.001838,13629
119,0.000449,2641
120,0.000083,0
121,0.000033,0
122,0.000031,0
123,0.000219,1218
124,0.000432,2734
125,0.000034,0
126,0.000032,0
127,0.001646,12383
128,0.000767,4615
129,0.000036,0
130,0.000081,0
131,0.000079,0
132,0.000033,0
133,0.000736,5492
134,0.000034,0
135,0.000031,0
136,0.000031,0
137,0.000459,2720
138,0.000033,0
139,0.000031,0
140,0.001045,8045
141,0.000034,0
142,0.000031,0
143,0.000078,0
144,0.000031,0
145,0.000031,0
146,0.000030,0
147,0.000547,3538
148,0.000638,4083
149,0.000033,0
150,0.000031,0
151,0.001483,10447
152,0.000953,6223
153,0.000036,0
154,0.000081,0
155,0.000032,0
156,0.000923,6374
157,0.000081,0
158,0.000032,0
159,0.000076,0
160,0.000075,0
161,0.000075,0
162,0.000680,4407
163,0.000034,0
164,0.000032,0
165,0.000588,3905
166,0.000034,0
167,0.000078,0
168,0.000486,2925
169,0.000079,0
170,0.000833,5503
171,0.000771,5137
172,0.000034,0
173,0.000079,0
174,0.000569,3749
175,0.000566,3613
176,0.000034,0
177,0.000031,0
178,0.000031,0
179,0.000031,0
180,0.000824,5241
181,0.000082,0
182,0.000032,0
183,0.000031,0
184,0.000030,0
185,0.000246,1332
186,0.000035,0
187,0.000044,0
188,0.000079,0
189,0.001014,7627
190,0.000034,0
191,0.000510,3143
192,0.000534,3473
193,0.000033,0
194,0.000032,0
195,0.000031,0
196,0.001048,6975
197,0.000500,3013
198,0.000362,2252
199,0.000034,0
200,0.000992,7557
201,0.000110,0
202,0.000097,0
203,0.000090,0
204,0.000237,0
205,0.000097,0
206,0.000091,0
207,0.000090,0
208,0.000085,0
209,0.000088,0
210,0.000471,2431
211,0.000094,0
212,0.000092,0
213,0.000385,1820
214,0.000658,3570
215,0.000922,6146
216,0.000148,0
217,0.000143,0
218,0.000140,0
219,0.000137,0
220,0.000089,0
221,0.000488,2532
222,0.000098,0
223,0.000741,4219
224,0.000779,4632
225,0.000146,0
226,0.000417,1982
227,0.000092,0
228,0.000139,0
229,0.000087,0
230,0.000143,0
231,0.000394,1865
232,0.000144,0
233,0.000665,3644
234,0.000094,0
235,0.000845,4949
236,0.001015,6273
237,0.000152,0
238,0.000097,0
239,0.000630,3592
240,0.000096,0
241,0.000221,625
242,0.000322,1336
243,0.001737,12030
244,0.000356,1498
245,0.000624,3464
246,0.000365,1695
247,0.000144,0
248,0.001132,7137
249,0.000540,2841
250,0.000863,5188
251,0.000843,4902
252,0.000614,3500
253,0.000097,0
254,0.000937,5368
255,0.000985,5838
256,0.000147,0
257,0.000139,0
258,0.000142,0
259,0.000811,4683
260,0.000097,0
261,0.000805,4690
262,0.000144,0
263,0.000100,0
264,0.000477,2406
265,0.000095,0
266,0.000094,0
267,0.000695,4162
268,0.000149,0
269,0.000735,4142
270,0.000096,0
271,0.000307,1268
272,0.000743,4389
273,0.000388,1727
274,0.000151,0
275,0.000097,0
276,0.000143,0
277,0.004127,28785
278,0.001802,11555
279,0.000490,2378
280,0.001161,8154
281,0.000412,1829
282,0.000549,3003
283,0.000096,0
284,0.001165,7582
285,0.000101,0
286,0.000581,3220
287,0.000097,0
288,0.000093,0
289,0.000094,0
290,0.000091,0
291,0.000143,0
292,0.000851,4987
293,0.000397,1858
294,0.000095,0
295,0.000954,6105
296,0.000152,0
297,0.000624,3613
298,0.000097,0
299,0.000093,0
300,0.000140,0
301,0.000043,0
302,0.000067,0
303,0.000040,0
304,0.000063,0
305,0.000040,0
306,0.000090,0
307,0.000042,0
308,0.000041,0
309,0.000110,1
310,0.000041,0
311,0.000040,0
312,0.000107,1
313,0.000119,104
314,0.000040,0
315,0.000063,0
316,0.000039,0
317,0.000062,0
318,0.000039,0
319,0.000039,0
320,0.000061,0
321,0.000062,0
322,0.000063,0
323,0.000111,104
324,0.000062,0
325,0.000374,962
326,0.000107,1
327,0.000104,1
328,0.000063,0
329,0.000039,0
330,0.000039,0
331,0.000062,0
332,0.000105,1
333,0.000088,0
334,0.000061,0
335,0.000086,0
336,0.000108,1
337,0.000108,1
338,0.000064,0
339,0.000114,104
340,0.000062,0
341,0.000086,0
342,0.000061,0
343,0.000061,0
344,0.000106,4
345,0.000064,0
346,0.000087,0
347,0.000086,0
348,0.000040,0
349,0.000063,0
350,0.000040,0
351,0.000104,3
352,0.000062,0
353,0.000106,3
354,0.000105,3
355,0.000104,2
356,0.000040,0
357,0.000062,0
358,0.000578,1886
359,0.000065,0
360,0.000044,0
361,0.000040,0
362,0.000063,0
363,0.000039,0
364,0.000065,0
365,0.000108,1
366,0.000040,0
367,0.000107,1
368,0.000040,0
369,0.000039,0
370,0.000062,0
371,0.000064,0
372,0.000550,1827
373,0.000069,0
